	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60
1	1.31654597078895	-0.688051406084872	-1.69399508816235	-0.997713967463504	-1.92809138930137	0.525064316771124	-0.217782325330715	0.507896290210717	0.430941769493597	-0.786126675704233	0.196924875593254	0.191813867161627	0.550596358963884	1.33769166482497	0.395761888856726	0.111882854792738	1.0429567645265	0.44361005808291	0.808507018008471	1.00576015710245	-0.00229742626796177	-0.47480822737727	1.37927915123279	0.791324590991737	0.621486390228018	-0.648155870091829	1.00410301436172	-0.85308148887	0.400139311750567	-0.254110678000019	-1.87648423472415	-1.96567011748794	0.636211026746044	-0.324818698854668	2.42748713410391	-1.06434868973625	-0.322647553860389	-0.782149401337979	-2.49063046322406	-0.74295320788346	-0.884566046464884	-0.216896380927286	0.341090501576501	-0.785790713750155	0.970754858745178	1.85312233766015	0.0142705940714448	-0.55584604664769	-0.472347740831543	0.242528329022714	-0.3510780807137	-0.335720201425205	-0.698882389859803	1.09384988234087	0.0306395272965084	-1.230062014406	0.567258383229187	-0.16773819457135	1.42148002355	1.58340039991668
2	2.40133971126066	0.774262006891352	0.154498955546565	-0.511609697693139	0.0169983327263226	-0.810937867260658	0.821415063989557	-0.488795100325522	-0.57301919662063	0.636576657229088	-0.724273021882044	0.103937842007964	0.5926524979477	0.985727065157553	1.12246981288968	-1.76959669847831	1.79265096784613	0.469338834781695	-0.779913819829259	-1.38763594176883	-0.467227629324415	0.571627599497622	-0.28760650232966	0.402742493095013	-0.0425308651391089	-0.739706674444558	-0.934278129833042	-0.597040843690511	0.485164864317229	-1.14044681443845	-1.22897759103045	-0.919541960438109	1.06529219447101	-0.435432232197986	1.0677003258554	-0.810396295531368	-0.274763879946318	-0.769021153271157	0.155102003905183	1.18410219393734	-0.860673109313069	1.03263700090834	1.14109096383796	1.22433870679972	-0.582846948902684	1.25679519865134	1.54372981061754	1.42964715413013	0.548424321881671	-1.08126538262461	-0.554681872291067	0.0786937045610033	0.274883617587105	0.859632824223946	0.0683657714932446	-0.289632300449984	-0.0761080683539589	-0.668912297924644	-0.868830408789807	0.818051339530418
3	1.31460064109497	0.315559540497181	0.42158207601664	-1.38628992544023	2.47881634788489	1.41988604865932	0.69255480824309	-0.9916929995637	-0.342804180218298	0.69461260777459	0.241680829981223	0.895404131407966	0.0723202480941471	0.123097698003573	1.11823208796077	1.33179889114956	-1.32838751787785	0.589623159576615	0.711768139752608	-0.674160665349314	-0.213196669173723	-0.518606550558002	-0.876962179790691	-0.220843187850299	0.635284645567867	-0.476188567449233	0.473205701701029	-2.44248867758361	0.0610263631140181	0.180259366279	-1.23792599904168	0.807265986449766	-0.715634770057726	0.764939420856769	0.50752120924131	-0.705282736665922	-0.461857803961366	-1.09989745155903	-0.535467196104305	0.000738579870453555	0.705247759010482	0.261307919047333	0.190546171575158	0.476126651363754	0.158800123851282	0.31324313974501	1.85317004331165	-1.08963808251927	-0.41062162597947	-0.0814340592381938	-1.3080286030517	-0.264499572561729	0.869423944765353	0.574736571938911	0.474956119909089	0.0712438582966158	1.30247619343534	-1.07238382679936	0.739845678140874	0.9734512319317
4	0.329032227637185	0.258331053559581	1.27323205908554	0.682261055452786	-1.55284881501088	-0.0173123232771417	0.310042992288715	-0.37340194721639	1.27557004206041	-0.302137655712339	-1.3082618569966	2.5679539807874	-1.13184810105059	1.11582640231804	1.61680580957611	0.281807084211474	0.420906700860996	-0.500835794315364	-0.151373072634149	-1.02192296778145	2.19305790351535	-0.235160500706624	0.879394569932503	0.187416511095552	-0.824026009676296	-0.110448711646897	-0.17979743733952	0.258659730036905	0.572589081166684	-1.10262378698825	-0.307057125376164	-1.07699988594123	0.382348079982132	-0.350041619720675	0.0757555190926097	1.21989615507107	-2.327317706016	-0.117985961703661	-0.820823217116064	-0.476952154414841	-0.456340349831861	-0.555374311492727	0.845211335689586	-0.957856545455351	0.176711052475633	0.955758920296674	1.65656449178273	0.585013751922497	1.37931554475464	2.36618879850952	-2.17449342844687	0.354342827339296	0.151694287635663	-0.486908717598579	-0.659387672073163	0.406807945509297	1.05490837683169	1.54396108354349	-0.469510117669549	-0.85945597785757
5	-0.18537424746543	-1.26339149541185	-0.712721215995011	-1.49572077761481	1.18405496339093	-1.8551032475889	-0.49485758002914	-0.320577407481837	0.580090491976852	-1.00311423652833	-0.0584264311391119	0.0597592641626823	0.0708966948717468	1.90189104738133	0.0910688148678896	0.345363976250566	-0.901680343677495	-0.856845508135827	-0.746884596429694	0.694922742768405	-2.38006000602801	-1.29942613781769	0.387817969228699	-0.520057064196873	-0.744423467364966	0.687727221167661	-1.83722726754238	-0.0222279652975338	-0.211753895933063	0.542137353610485	-0.684761769662229	-0.937250606853643	-1.23367387613276	-0.940921086708699	-0.452825696935681	-0.226122085742123	-0.645319635958582	0.389544307287253	2.45423889553385	-0.180156723070034	0.00712326986170357	2.38556571434612	-0.490918280482458	0.226398861852629	-0.00845633122201679	0.347618318910511	1.11792212835661	0.982968727382248	-0.691943837295703	-3.57021836502336	-0.45609039792899	2.20931375261282	0.874609958186147	-0.0546824253094009	-0.400870373295533	-0.166484188409851	0.150939685669465	0.449171642400104	-0.100109952520816	1.83590554848615
6	-0.639113879352346	0.0337445805400705	-1.35492306914217	-0.666483855399863	0.473539178191205	2.59217859537872	0.486325629451185	0.254638043951647	0.585582105124353	-1.26414086427574	0.752732518222544	-0.797867988076836	0.7484669053648	0.61468709885163	0.926157459749462	1.66221161450384	-0.0383956838136847	0.487954245738161	-0.653549176555897	0.0954495620936047	0.396080275143659	-0.409598600842852	1.42253052636656	-0.806380922990569	-0.836651259025913	0.171333851251354	2.14626185889436	0.900975849170101	0.516201024286368	-1.28936532791575	-0.198097837837484	1.34080020952683	-0.862360621543871	-0.376303724815406	-0.221896660416439	0.294139449020859	-0.00942643361256585	0.120986587365012	-1.57603302265195	2.16032288670767	-1.21379295355887	0.209264466134526	-0.722551843735648	-0.705624126900261	-1.67221757321639	0.723107438251319	-0.950848631292059	0.219689354250637	0.302154187799028	0.658024636154629	-1.95699937159961	0.992374156649594	0.485659586487827	-1.06487593739637	1.14391914401514	1.61734379474328	0.161005420738139	-0.660863114096912	1.12248664347505	0.224485071404211
7	0.406125798893657	-1.73508975885463	-1.99372865854621	0.959794714284301	0.682665954113402	1.2081039096407	0.221917616079215	-0.603067013121512	-0.566045839410984	1.08436586267637	-0.0712742077674422	-0.3849621624514	-0.55455834821484	1.37076718078014	-0.989073680946354	0.625200956892932	-0.811855056411682	-0.0318676927489361	-0.102990884588508	0.461052070970621	-0.0607948461948429	0.847074647169587	0.940571192871183	-1.11685306240088	2.24483112937068	0.349508337696407	2.30179902881256	-0.620173707905797	-1.49062136631861	-0.26529475005772	-2.08780247753328	1.94168194956736	0.373657507766575	0.521262545924526	1.13645261380835	0.37079996859816	0.329910094993871	-1.02881351959325	0.779541459328037	-0.42448121039616	1.89635180336502	1.73791484395237	0.615644765851827	-0.779118587602053	1.66487064306825	1.15215760779728	1.57256468762638	-0.416740512364069	-0.424228500417214	-0.050735019311408	-0.381351227277866	0.451618602317263	1.76244560228926	-0.803042135653469	0.560744294599875	1.06153173303712	-0.829412061251267	-0.704555980448238	-1.02075608799337	-0.23063881431816
8	0.358017602866782	-0.736051973113137	-1.09281965135234	0.767039041617005	0.175849141640963	1.12315249952407	-1.41539576734504	-0.568550069408133	1.53059062772382	0.594675339189136	-0.295760567668487	0.590334686732951	2.44962105182331	-0.572422900335842	-0.329743083730429	-0.401773278559589	-1.1287555604264	-0.343146068334784	-0.0824618003406663	-0.843557997270686	-0.328921937076451	-0.184451968510715	-1.09324470418246	0.284778499790988	-0.306144699666863	0.701782433278726	1.74559901202669	-0.128649707909269	-1.49712098215129	2.48874665122391	-0.583058731039231	0.162318875485724	-0.111059811773637	0.879199028589547	-0.420968359284373	-0.900099947792449	0.871054786010333	0.120612095537179	2.04116570161199	-0.838742435065675	-2.66398289644654	-1.29104244839888	0.898568240397695	-0.224826047409573	1.23266299568966	-0.131605807999945	0.806102134279856	-0.925751601029243	-0.836165171953852	-2.65747965711458	-0.461914982845302	0.777721496360804	1.11387413612958	3.01245488452699	-0.220177828541378	0.825649105801659	0.200605819478864	-1.23647215057317	-0.850481916982634	-0.149488324641318
9	-0.511844477647104	1.32958133809268	-0.18131155194469	1.00456296102586	-0.204488808247809	0.214789967803167	0.352279285022022	-1.82365992117354	-1.92977671397364	0.283006800385261	-0.355289840334529	-1.12431129928395	-0.78296630398911	-0.969673513379594	-1.03820046656964	-0.067599575541348	1.56211163558851	0.995474969278312	0.105963135866049	-0.371547963149154	1.61176537745374	-0.493352812887021	-0.198951850399009	0.390223777731828	-0.319190040995265	-1.81187608779917	-0.705147849707369	-0.398407334209408	0.450553637871109	-0.722874718547156	0.446953208986087	1.61691214254763	0.208360758549408	0.256271205900593	-1.36247321070026	-0.892902197179574	1.58360787973057	-0.774661971397313	0.51739726391846	1.05373641267791	-1.61619890467073	0.761837749824051	-0.206907154942467	1.01156110961427	0.395711030437963	-0.0900844844917703	0.0719174365898643	-0.953639002980032	-0.795948830122247	-0.966923958697715	0.912276600458441	0.43321491668477	-0.722073785150556	1.61114230864709	-0.444585370339394	1.44416113460518	0.115416527934972	0.699494094393101	-0.804494473735802	0.0984324379243543
10	0.53266709287786	-1.76195943687841	-0.0432498236923445	-2.55847450273406	-0.11449743022373	-0.392880242621101	1.62167095192978	1.82588174533126	0.0876262145796683	-1.24424701746646	0.953494108515004	-2.13794937160839	0.651031079441941	0.358565972740157	-0.144675665664225	0.360047547970817	-0.428381336866616	0.129064839810089	-1.85097766186284	-0.855319503490062	-1.65362394436316	0.990293216860993	0.5234184485725	0.915861104214634	-0.221237325515423	0.320207113799994	0.119873767612367	-0.119233822105181	0.323576253276739	0.1160243764601	0.272065610205006	-0.0189400265030836	0.42370296096303	0.602546500789544	0.564281895475027	-0.201270231202161	-1.41307717325629	0.000319293384002752	0.203275737368411	-0.27630254911183	1.46160815143166	0.154273576684344	0.841833916265529	0.710721385674597	1.03645369580295	0.138315155568701	0.688023561536869	-0.848679105360821	-1.37982145525422	0.259220831059272	-0.505703793569696	0.471206361491192	-1.32275937795277	-1.73234778154413	-1.45069951419428	1.60517787448049	-0.511130303750137	1.97537592609334	0.169541514374804	0.317634910147115
